layer,type,corrupted,restored,component,metric,value,config,lr,n_embd,n_layer
corrupted,KEY,query_item_orig,target_item,conv_input,restored_logit,0.5832896828651428,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,query_item_orig,target_item,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,divider,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,divider,conv_input,restored_prob,0.0002247728407382965,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,query_item_orig,divider,conv_input,restored_prob,0.00022275559604167938,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,query_item_orig,divider,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,divider,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,divider,conv_input,restored_logit,0.5947175025939941,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,query_item_orig,divider,conv_input,restored_logit,0.5876915454864502,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,query_item_orig,divider,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,divider,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00022695213556289673,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00022524315863847733,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,0.6013537645339966,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,0.5959764122962952,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00022115558385849,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00022150017321109772,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5831365585327148,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5875486135482788,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,query_item_orig,conv_input,max_perc,0.140625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,query_item,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,divider,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,max_perc,0.859375,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item_orig,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.0002167336642742157,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.0002171071246266365,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item_orig,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.5641722679138184,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.5683324337005615,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item_orig,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig,conv_input,kl_div,6.672789822914638e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.0002206992357969284,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.0002147722989320755,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig,conv_input,prob_diff,4.8782676458358765e-06,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.5792245864868164,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.5601611137390137,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig,conv_input,logit_diff,0.014773368835449219,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item,conv_input,restored_prob,0.00021479278802871704,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,query_item,conv_input,restored_prob,0.00021663587540388107,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,query_item,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item,conv_input,restored_logit,0.5560281276702881,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,query_item,conv_input,restored_logit,0.5652381181716919,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,query_item,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item,conv_input,restored_prob,0.00021528452634811401,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item,conv_input,restored_prob,0.00021543540060520172,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item,conv_input,restored_logit,0.5551400184631348,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item,conv_input,restored_logit,0.5572611689567566,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,divider,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,divider,conv_input,restored_prob,0.00021771155297756195,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,divider,conv_input,restored_prob,0.000216788612306118,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,divider,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,divider,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,divider,conv_input,restored_logit,0.562281608581543,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,divider,conv_input,restored_logit,0.5613156259059906,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,divider,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,divider,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00021899491548538208,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00021605752408504486,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,0.5716037750244141,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,0.5621950179338455,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00021274201571941376,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00021489523351192474,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.000222841277718544,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5404167175292969,ar_32_nope/mamba___256___3e-05,3e-05,256,2
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5514774322509766,ar_32_nope/mamba___256___3e-05,3e-05,256,2
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5859606862068176,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item_orig,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig,conv_input,max_perc,0.15625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,query_item,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,divider,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,target_item_orig__+2,conv_input,max_perc,0.84375,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,target_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item_orig,conv_input,kl_div,-1.345737246083445e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.00022014230489730835,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,3.762543201446533e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,0.5850067138671875,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,0.0016717910766601562,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig,conv_input,kl_div,-3.595550879254006e-08,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.0002193395048379898,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,-1.0058283805847168e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,0.5756807327270508,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,0.00038051605224609375,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item,conv_input,kl_div,-1.3280033783757972e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item,conv_input,restored_prob,0.00022589601576328278,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item,conv_input,prob_diff,9.760260581970215e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item,conv_input,restored_logit,0.59405517578125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item,conv_input,logit_diff,0.0001583099365234375,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item,conv_input,restored_prob,0.00022253580391407013,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item,conv_input,restored_logit,0.5854805707931519,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,divider,conv_input,kl_div,4.084199645149056e-08,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,divider,conv_input,restored_prob,0.0002205967903137207,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,divider,conv_input,prob_diff,-1.4156103134155273e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,divider,conv_input,restored_logit,0.5804634094238281,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,divider,conv_input,logit_diff,-0.000202178955078125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,1.1806669419911486e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00022241845726966858,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,-1.1157244443893433e-06,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,0.5850811004638672,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,-0.0055179595947265625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,-6.599691459996393e-08,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00022120214998722076,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,-6.426125764846802e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5843506455421448,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,logit_diff,-0.007610023021697998,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item_orig,conv_input,max_perc,0.078125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig,conv_input,max_perc,0.0625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item,conv_input,max_perc,0.078125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,divider,conv_input,max_perc,0.0625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+1,conv_input,max_perc,0.078125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig__+2,conv_input,max_perc,0.640625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item_orig,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.0002174805849790573,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item_orig,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.5724925994873047,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item_orig,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig,conv_input,kl_div,-1.7129457319242647e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.00021561607718467712,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig,conv_input,prob_diff,1.8924474716186523e-06,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.5622889995574951,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig,conv_input,logit_diff,0.006417989730834961,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item,conv_input,kl_div,2.081400793940702e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item,conv_input,restored_prob,0.0002189185470342636,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item,conv_input,prob_diff,4.3958425521850586e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item,conv_input,restored_logit,0.5745792388916016,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item,conv_input,logit_diff,0.00013113021850585938,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item,conv_input,restored_prob,0.00021558627486228943,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item,conv_input,restored_logit,0.5593823194503784,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,divider,conv_input,kl_div,1.0596608035484678e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,divider,conv_input,restored_prob,0.0002184007316827774,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,divider,conv_input,prob_diff,2.5350600481033325e-06,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,divider,conv_input,restored_logit,0.5730505734682083,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,divider,conv_input,logit_diff,0.01270093023777008,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,kl_div,1.5316299339929174e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00021410547196865082,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,prob_diff,9.853392839431763e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,0.5570195913314819,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,logit_diff,0.004233330488204956,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+2,conv_input,kl_div,1.3970591083989348e-07,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00021809525787830353,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+2,conv_input,prob_diff,1.0468065738677979e-06,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,0.5637550354003906,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+2,conv_input,logit_diff,0.001216888427734375,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item_orig,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig,conv_input,max_perc,0.125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,query_item,conv_input,max_perc,0.03125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,divider,conv_input,max_perc,0.078125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+1,conv_input,max_perc,0.140625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,target_item_orig__+2,conv_input,max_perc,0.625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,target_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,query_item_orig,conv_input,max_perc_layer,0.09375,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item_orig,conv_input,max_perc_layer,0.15625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
nothing,KEY,query_item_orig,query_item_orig,conv_input,max_perc_layer,0.75,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item_orig,conv_input,max_perc_layer,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item_orig,conv_input,max_perc_layer,0.078125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
nothing,KEY,query_item_orig,target_item_orig,conv_input,max_perc_layer,0.921875,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,query_item,conv_input,max_perc_layer,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,query_item,conv_input,max_perc_layer,0.09375,ar_32_nope/mamba___256___3e-05,3e-05,256,2
nothing,KEY,query_item_orig,query_item,conv_input,max_perc_layer,0.90625,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,target_item,conv_input,max_perc_layer,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,target_item,conv_input,max_perc_layer,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
nothing,KEY,query_item_orig,target_item,conv_input,max_perc_layer,1.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
0,KEY,query_item_orig,divider,conv_input,max_perc_layer,0.0,ar_32_nope/mamba___256___3e-05,3e-05,256,2
1,KEY,query_item_orig,divider,conv_input,max_perc_layer,0.078125,ar_32_nope/mamba___256___3e-05,3e-05,256,2
nothing,KEY,query_item_orig,divider,conv_input,max_perc_layer,0.921875,ar_32_nope/mamba___256___3e-05,3e-05,256,2
