layer,type,corrupted,restored,component,metric,value,config,lr,n_embd,n_layer,d_conv,mixer_type
1,KEY,query_item_orig,query_item,conv_output,restored_logit,0.3538374900817871,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,logit_diff,-0.002547740936279297,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,restored_prob,0.00020534172654151917,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,restored_logit,0.35677385330200195,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,kl_div,4.56356019640225e-08,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,restored_prob,0.00020464882254600525,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,prob_diff,-1.341104507446289e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,restored_logit,0.35694169998168945,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,logit_diff,0.0004296302795410156,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,kl_div,-2.526547859815764e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,restored_prob,0.0002040676772594452,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,prob_diff,7.525086402893066e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,restored_logit,0.3536248207092285,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,logit_diff,8.58306884765625e-06,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,kl_div,3.782983526434691e-08,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,restored_prob,0.00020420923829078674,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,prob_diff,-1.341104507446289e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,restored_logit,0.3511333465576172,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,logit_diff,-0.0002231597900390625,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,max_perc,0.0625,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,max_perc,0.09375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,max_perc,0.109375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,max_perc,0.046875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc,0.09375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc,0.59375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,nothing,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,restored_prob,0.00018644705414772034,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,restored_logit,0.2557239532470703,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig,conv_output,kl_div,5.489994236995699e-08,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig,conv_output,restored_prob,0.00018724054098129272,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig,conv_output,prob_diff,1.5869736671447754e-06,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig,conv_output,restored_logit,0.26355648040771484,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig,conv_output,logit_diff,0.010243892669677734,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item,conv_output,kl_div,-1.929465724970214e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item,conv_output,restored_prob,0.00019519776105880737,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item,conv_output,prob_diff,9.47713851928711e-06,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item,conv_output,restored_logit,0.3011908531188965,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item,conv_output,logit_diff,0.04941534996032715,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,restored_prob,0.00018619000911712646,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,restored_logit,0.2555046081542969,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,kl_div,-1.0296112407104374e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,restored_prob,0.00018559768795967102,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,prob_diff,6.92903995513916e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,restored_logit,0.25102365016937256,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,logit_diff,0.0029267072677612305,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,kl_div,4.89512103740708e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_prob,0.00019077584147453308,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,prob_diff,2.726912498474121e-06,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_logit,0.281719446182251,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,logit_diff,0.02279353141784668,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,kl_div,1.4213102872417949e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_prob,0.00018640980124473572,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,prob_diff,5.476176738739014e-07,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_logit,0.2568378448486328,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,logit_diff,0.004546165466308594,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig,conv_output,max_perc,0.125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item,conv_output,max_perc,0.484375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc,0.171875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc,0.21875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,nothing,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_output,max_perc_layer,0.1875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,max_perc_layer,0.0625,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,query_item_orig,query_item_orig,conv_output,max_perc_layer,0.75,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_output,max_perc_layer,0.109375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,max_perc_layer,0.078125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,query_item_orig,target_item_orig,conv_output,max_perc_layer,0.8125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,max_perc_layer,0.140625,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,query_item_orig,query_item,conv_output,max_perc_layer,0.859375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,query_item_orig,target_item,conv_output,max_perc_layer,1.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,max_perc_layer,0.046875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,query_item_orig,divider,conv_output,max_perc_layer,0.953125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.09375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.90625,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc_layer,1.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,query_item_orig,conv_output,max_perc_layer,1.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_output,max_perc_layer,0.109375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig,conv_output,max_perc_layer,0.203125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,target_item_orig,conv_output,max_perc_layer,0.6875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.6875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.3125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,target_item,conv_output,max_perc_layer,1.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.09375,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.90625,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.625,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.171875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.203125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.171875,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.828125,ar_32_mamba_ablation/mamba_2___256___3e-05,3e-05,256,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,kl_div,1.1135649401694536e-05,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.012660426164202931,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.00872444458208288,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,0.004073226390923779,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,4.072420120239258,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,3.8046417236328125,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,0.2275409698486328,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.008427975581561498,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.008340768778744234,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,3.5384979248046875,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,3.5990982055664062,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,restored_prob,0.006892041494168666,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item,conv_input,restored_prob,0.012009506448322327,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,restored_logit,3.78240966796875,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item,conv_input,restored_logit,3.826540470123291,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,restored_prob,0.009119961233182039,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item,conv_input,restored_prob,0.009100893366053242,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,restored_logit,3.8694992065429688,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item,conv_input,restored_logit,3.8706016540527344,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,restored_prob,0.00867954209994437,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,divider,conv_input,restored_prob,0.009347757118840505,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,divider,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,restored_logit,3.6587371826171875,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
